COLONYNO,SiteID,GEOCODE,DELORME,ColName,Island,Coastal,Hardwoods,Softwoods,Snags,LiveTrees,WithinWetland,WaterbodyShore,Upland,HabitatDesc,Directions,Comments,History,IWWH,SNI,PFW,X_UTMNAD83,Y_UTMNAD83,LAT,LONG,CIRNO,HABITAT,WWHNO,COLSIZE,IWWHNum,TWWHNum,Major Watershed,Subwatershed,FormerEO,GISStatus,Reported2009,Found2009
733,WBC0733,31110,02C5,Ward Brook,0,0,0,0,1,0,1,0,0,,Access via CMP powerline off of Rte 35; distance from Rte 35 to nests would be approx. 1 mile.,"Source: Scott Lindsay, Feb 23, 2010 email: 2 nests about 30 ft up in 2 snags; found 2/18/10.",,1,0,0,371546.12888,4809847.14183,,,,,,,Iwwh200357,,,,0,added 02/2010,0,0
734,WBC0734,31280,01A4,Boulter Pond,0,0,0,0,1,0,1,0,0,snags in flowage,From Rte 91 take Kingsbury Ln (dirt ln) to E (sign for Wild Iris herb farm). Head down dirt ln & park in parking area at 2 stop signs; walk on dirt rd ~1/2-3/4 mi. & take 2nd tote rd on right; head down path ~75-100 yds to get clear view of colony.,Source: 3/28/2010 email from Dianne Fallon: 10 nests visible from photo; 5-6 adults present on 3/27/2010.,,1,0,0,360696.51302,4782553.8602,,,,,,,Iwwh200127,,,,0,added 03/2010,0,0
735,WBC0735,31100,04E5,Saco River,0,0,0,1,0,1,0,0,1,,"From Rte 35 crossing over Saco River at Bonny Eagle, travel north on Sand Pond Rd ~1.3 miles to grassy opening on left.  Park on side of road here, cross field and head straight back (SSW direction) ~0.2 mi to colony. GPS unit may be needed for locating past nests.",Source: Warden pilot Dan Dufault found 15-20 nests in tops of pines on 4/24/2010.,,0,0,0,368533.01278,4839616.41984,,,,,,,,,,,0,added 06/2010,0,0
736,WBC0736,09070,23D2,Williams Pond,0,0,0,0,1,0,1,0,0,snags in flowage,Accessed through the forest from the Williams Pond Lodge at northeast end of pond.,"Source: David Weeda and Dominick Rizzo, owners of Williams Pond Lodge, first saw 6 nests on 4/28/2010.  Charlie Todd also reported it from an aerial survey on 5/24/2010.",,1,0,0,518094.75597,4945887.10665,,,,,,,Iwwh203103,,,,0,added 06/2010,0,0
737,WBC0737,19050,23B3,Felts Brook,0,0,0,0,1,0,1,0,0,snags in flowage,"Start at powerline crossing on Wiswell Road. Walk in old driveway on south side of road to beaver flowage. Skirt edge of flowage to abandoned camp, then logging road to old field and back to edge of flowage to see colony towards poerline.","Source: Jane Rosinski and Gordon Russell: 2 visible active nests close to the powerline located approximately at 44 45' 25.62""N, 68 44' 32.72""W.",,1,0,0,520389.1001,4956009.54376,,,,,,,Iwwh050340,,,,0,added 06/2010,0,0
738,WBC0738,19470,22A1,Nokomis Pond,0,0,0,1,0,1,0,0,1,,Accessed via the ball field at Nokomis Regional High School.,Source: Originally reported in 2009 by Carrie Pierce; verified on the ground in spring 2010.,,0,0,0,476529.00016,4969721.90108,,,,,,,,,,,0,added 8/2010,0,0
739,WBC0739,15020,07C2,Damariscotta River - Back Narrows,0,0,0,0,1,0,1,0,0,snags in flowage,Wetland in back of property at 111 Back Narrows Rd in Boothbay.  Property is ~0.1 mi south of jct on Back Narrows Rd and Annable Rd and is on the west side of the road.,"Source: 4/7/2010 eagle flight: 6 nests, 1 or 2 occupied.",,0,0,0,452189.26193,4860436.32212,,,,,,,,,,,0,added 8/2010,0,0
740,WBC0740,19260,33C5,Poplar Brook,0,0,0,0,1,0,1,0,0,snags in flowage,,Source: 6/27/2010 email from Bill Mackowski - 1 nest active in May 2010,,1,0,0,534777.21662,4992414.69296,,,,,,,Iwwh205963,,,,0,added 8/2010,0,0
741,WBC0741,19510,33B4,Onemile Brook,0,0,0,0,1,0,1,0,0,snag in flowage,"From Route 2 in Passadumkeag, go east on Pleasant St 0.1 mi, then left on Caribour Rd.  Take Caribou Rd 1.9 miles to view nest in wetland on right side of road.",Source: 7/1/2010 email from Bill Mackowski - 1 active nest.,,0,0,0,532020.26409,5005936.36011,,,,,,,,,,,0,added 8/2010,0,0
742,WBC0742,27190,14A5,Piper Brook,0,0,0,1,1,0,1,0,0,dead pines in flowage,"From junction of Mt Ephraim Rd and Savery Rd in Searsport, travel north on Mt Ephraim Rd ~0.33 mi to trail on right side that leads to wetland.",Source: 7/1/2010 aerial survey by C. Todd - 4 active heron nests.,,1,0,0,504274.41403,4927248.47993,,,,,,,Iwwh030815,,,,0,added 8/2010,0,0
743,WBC0743,09220,23E3,Meadow Brook,1,0,1,1,1,1,1,0,1,1 live pine west side of islet and 1 dead hardwood snag in flowage,,Source: 7/1/2010 aerial survey by C. Todd - 2 inactive nests.,,1,0,0,524922.45893,4931181.52546,,,,,,,Iwwh050224,,,,0,added 8/2010,0,0
744,WBC0744,11140,12D2,Frost Pond,0,0,0,1,1,0,1,0,0,dead pines in flowage,,Source: 7/15/2010 aerial survey by C. Todd - 2 active nests.,,1,0,0,417217.35016,4894115.23607,,,,,,,Iwwh031841,,,,0,added 8/2010,0,0
745,WBC0745,25120,21C1,Martin Stream,0,0,0,0,1,0,1,0,0,,,Source: 6/25/2010 aerial survey by D. D'Auria - 2 old stick nests.,,1,0,0,444843.63295,4946702.3481,,,,,,,Iwwh030718,,,,0,added 9/2010,0,0
746,WBC0746,19340,33C1,Dead Stream,0,0,0,0,1,0,1,0,0,,"From Rte I-95, take exit 199 for Lagrange/Rte 16.  Travel northwest on Rte 16 to the junction of Rte 155.  Make a left onto Rte 155 and go 1.1 mi.  Park on teh right just past the town/county line sign. Cross the raod, walk through some alders to wetland edge to view nests.",Source: 10/14/2010 email from Allen Starr - 4 GBHE nests in beaver flowage.,,1,0,0,511077.59921,4999979.0717,,,,,,,Iwwh205715,,,,0,added 10/2010,0,0
747,WBC0747,09100,23C5,Coon Bog,0,0,0,0,1,0,1,0,0,,"From Lucerne Inn on Rte 1A in Dedham, travel 0.6 mi southeast to Clear Lake Rd on left.  Turn left onto Clear Lake Rd and travel on road (need 4WD) until you can go no further with vehicle.  Walk towards wetland (Coon Bog), using GPS as a guide.",Source: NEFF website; ground visit with landowner on 11/12/2010 - 15 nests in snags at south end of flowage.,,1,0,0,533811.2548,4949899.43375,,,,,,,Iwwh202821,,,,0,added 11/2010,0,0
748,WBC0748,25310,20C3,Lemon Stream West,0,0,0,0,1,0,1,0,0,,,Source: 11/24/2010 email from Susan Gailis - 1 active nest in bog in summer; heron still hanging around in November.,,1,0,0,424764.59812,4954457.99803,,,,,,,Iwwh070538,,,,0,added 1/2011,0,0
749,WBC0749,13020,14D4,Megunticook River,0,0,0,0,0,1,1,0,0,Nest in living tree (unknown spp.) within wetland next to beaver dam.,,"Source: On 2/20/2011, Lisa K. Tapken (landowner) reported 1 active nest w/5 young during 2009.",,0,0,0,493957.68686,4895292.84516,,,,,,,,,,,0,,0,0
750,WBC0750,03140,69E2,Hammond Brook,0,0,1,0,0,1,0,0,1,"Single nest found in 14"" trembling aspen.",,"Source: Kelly Honeyman, JD Irving: found on 9/21/2009; this season's nest, no birds seen.",,0,0,0,581436.27569,5213799.51776,,,,,,,,,,,0,,0,0
751,WBC0751,03897,68D5,Sanford Stream,0,0,0,1,0,1,0,0,1,"Two nests found in single white pine w/dbh of 40"", within mixed stand.",,"Source: Kelly Honeyman, JD Irving: found on 5/20/2010;",,0,0,0,566025.06436,5223140.13393,,,,,,,,,,,0,,0,0
752,WBC0752,23050,07D1,Ice Pond,0,0,0,1,0,1,0,1,1,Upland pines across Ice Pond from walking trail off Seguinland Rd.,"From Rte 127 in Georgetown, travel east to fork where Five Islands Rd goes off to left (north) and Seguinland rd goes off to the right (south).  Take the right fork and travel ~1.4 mi to wetland (Ice Pond) on right side of road. The nests are in upland pines across Ice Pond, observed from a walking trail off Seguinland Rd.",Source: 4/18/2011 email from John Briggs; saw adults at 3 nests in upland pines on 4/16/2011.,,1,0,0,441691.43959,4849622.48249,,,,,,,Iwwh030209,,,,0,added 5/2011,0,0
753,WBC0753,19807,43B1,Lower East Ragged Pond,1,0,0,0,0,1,0,0,1,,,Source: 6/22/2011 email from Anita Mueller; one active nest with 1 adult incubating.,,1,0,0,509471.81018,5049034.11165,,,,,,,UMO-6736,,,,0,added 6/2011,0,0
754,WBC0754,11050,13C1,Togus Stream,0,0,0,0,1,0,1,0,0,snags in flowage,"From Jct of Eastern Ave (Rte 17) and Togus Road in Augusta, travel southeast 1 mile on Eastern Ave to Windsor Rd.  Make a right on Windsor Rd and go 1.1 miles to #452 on right. Mailbox is unmarked, but determined by adjacent numbered driveways. White house and separate garage. Beaver pond behind house; take rough path to wetland.  Contact landowner first.",Source: 8/5/2011 & 8/9/2011 aerial surveys by C. Todd - 7 nests seen.,,1,0,0,445393.06365,4901657.69789,,,,,,,Iwwh0310349,,,,0,added 10/2011,0,0
755,WBC0755,11020,13C1,Greeley Pond,0,0,0,0,1,0,1,0,0,snags in flowage,"From Jct of Rte 9 and Rte 17 in Augusta, travel 2.4 miles east along Rte 17 to Leavitt Road.  Make left on Leavitt Rd and go 0.36 miles to where large powerline crosses road.  Park on road (either side) just after powerline. Hike west up powerline ~0.3 mi.  Wetland will be on right - there is almost a trail/opening that leads to it and you can just barely see the wetland through the trees.  At this southeast corner of the wetland, all nest trees can be seen.",Source: 8/5/2011 aerial survey by C. Todd - 2 occupied nests in small wetland west of Greeley Pond.,,0,0,0,442539.94971,4906068.86154,,,,,,,,,,,0,added 10/2011,0,0
756,WBC0756,05080,06D2,Casco Bay - Middle Bay - French Island,1,1,0,0,0,1,0,0,1,,Southern interior of island (slightly inland from southern end).,Source: 5/31/2011 & 7/28/2011 aerial surveys by C. Todd - ~30 occupied nests.,,0,0,0,413720.07493,4848201.1596,,,55-271,,,,,,,,0,added 10/2011,0,0
757,WBC0757,05110,06D2,Casco Bay - Middle Bay - Lower Goose Island,1,1,0,0,0,1,0,0,1,,Slightly inland from southern tip of island.,Source: 5/31/2011 aerial survey by C. Todd - 5 occupied nests <50 yds northeast of active osprey nest.,,0,0,0,415740.52588,4848825.03565,,,55-255,,,,,,,,0,added 10/2011,0,0
758,WBC0758,09130,24D1,Wormwood Pond,0,0,0,0,1,0,1,0,0,snags in flowage,,Source: 5/26/2011 aerial survey by C. Todd - 7 occupied nests; 4 nests in 1 tree.; Ground surveys could not verify location.,,1,0,0,544024.43718,4945073.63543,,,,,,,Iwwh203225,,,,0,added 11/2011,0,0
759,WBC0759,25110,20A4,Fahi Brook,0,0,0,0,1,0,1,0,0,low snag of ponded flowage,,Source: 5/1/2011 aerial survey by C. Todd - 1 unoccupied nest; reasonably good nest in low snag; west of transmission line.,,1,0,0,429655.52941,4971180.10167,,,,,,,Iwwh200728,,,,0,added 11/2011,0,0
760,WBC0760,27040,21C5,Meadow Brook,0,0,0,0,1,0,1,0,0,,"Parked at woods road on east side of Lasselle Rd 0.6 miles north of Pond Rd; walked road then cut through to wetland, then headed a bit south to opening.",Source: 8/12/2011 aerial survey by C. Todd - 5 successful nests.,,1,0,0,472586.7926,4946136.07287,,,,,,,Iwwh030375,,,,0,added 11/2011,0,0
761,WBC0761,03190,65C4,McDonald Brook,0,0,0,0,1,0,1,0,0,,"Address of landowner is 133 Russell Road.  As go north on Russell Rd, it is 2nd house on left after the Riverside Cemetary.  If park at house, go to left and follow headland towards wetland.","Source: Bill Sheehan, ""2 nests seen in early spring"".",,0,0,0,591093.13215,5182367.31628,,,,,,,,,,,0,added 11/2011,0,0
762,WBC0762,29230,17A4,Narraguagus Bay - Jordan's Delight,1,1,0,1,0,1,0,0,1,small spruce grove,Nests tightly clustered in small spruce grove just north of the building.,"Source: Deirdre Whitehead of MCHT found a single stick nest with 1 pair of herons; also 6/6/2011 aerial survey by C. Todd revealed 7 occupied nests, possibly more.",,0,1,0,593557.03885,4921796.37931,,,79-922,,,,,,,,0,added 11/2011,0,0
763,WBC0763,19260,33C4,Hazelton Brook,0,0,0,0,1,0,1,0,0,,"Access from Susan's property at 986 Cardville Rd, Greenbush. Call ahead","Source: 8/1/2011 aerial survey by C. Todd: 4 nests SE of Sugar Island in small flowage E of RR corridor in Greenbush. GPS = 45N 05.4, 68W 37.9",,1,0,0,528908.47655,4993086.26067,,,,,,,Iwwh205704,,,,0,added 1/2012,0,0
765,WBC0765,27200,23E1,Carley Brook,0,0,0,1,1,0,1,0,0,snags in flowage,"From Rte 1A in Stockton Springs, travel north to Old County Road, make a right.  Go 4/10 mile to 94 Old County Rd (Highland Blueberry Farm) on left.  Travel up gravel driveway towards house.  Park before house and walk to right of house in southerly direction on path/vegetated road.  Path enters forest and eventually does a full loop to the right (west) and back around to where it enters forest.  As you travel path, look for rock cairn with “watermelon” slice from tree – this marks a narrow foot path to the wetland.  Once at wetland, continue to the west (right) along the edge to a large rock for viewing.","Source: 4/11/2012 aerial survey by C. Todd: 5 GBHE nests 68 W 52' 16"", 44 N 31' 8"".",,1,0,0,510220.63634,4929497.2071,,,,,,,Iwwh203371,,,,0,added 6/2012,0,0
766,WBC0766,19040,23A4,Meadow Brook,0,0,0,0,1,0,1,0,0,snags in flowage,"From Bradley, travel south on Rte 178 to Leonard's Mills Living History Site (Government Rd) on left.  Turn leftonto Government Rd and go straight back to Leonard's Mills site. Must get gate key from Forest Manager for Penobscot Experimental Forest.  Travel on dirt roads to get closer to wetland then bush-whack to wetland - GPS highly recommended.","Source: 4/29/12 aerial survey by C. Todd and Ray Fogg, 2 active heron nests.",,1,0,0,528060.41967,4967209.55273,,,,,,,Iwwh110274,,,,0,added 1/2013,0,0
767,WBC0767,21884,55B1,Ross Inlet,0,0,1,0,0,1,0,0,1,8 nests in 5 sugar maples and 1 nest in 1 yellow birch.,"From Baker Lake north campsite, follow Saint Aurelie Rd east and north to St Juste Rd/Stetson Rd.  Follow this further north to Cyr Rd.   Follow Cyr Rd past Allagash Pond about 2 miles to old road on left.  Walk this old road (must cross beaver flowage) in northwest direction towards colony on high point on knoll.  GPS unit and aerial photos helpful here.","Source: 2/16/12 aerial survey for moose by L. Kantar. S. McLellan, and K. Marden.  ~12 nests in hardwoods on a hill ~1 mile west of 449164 E, 5142615N.",,0,0,0,448300.16292,5142600.33622,,,,,,,,,,,0,added 9/2012,0,0
769,WBC0769,09010,24A1,Saddleback Brook,0,0,0,1,1,0,1,0,0,snags in flowage,"From Rte 9 in Clifton at Parks Pond Campground, go 0.5 mi E to Stage Coach Rd, turn left. Go 0.5 mi, turn left on Bradbury Brook Rd. Go 0.8 mi, stay right at fork. Go 1.7 mi, stay left. Go 0.3 mi, stay right. Go 2.1 mi, make hard left. Go 1.3 mi, make hard left. Go 0.8 mi & park on rd. Go SW to wetland.","Source: 5/20/2012 aerial survey by C. Todd, Bryan Emerson, Ray Fogg: 1 GBHE nest in dead pine.",,1,0,0,542797.01756,4967476.07847,,,,,,,Iwwh051137,,,,0,added 8/2012,0,0
770,WBC0770,09230,24B3,Middle Branch Union River,0,0,0,0,1,0,1,0,0,snags in flowage,"From Rte 9 in Aurora, take Rte 179 south ~4 mi to Harper Field Rd. Make left and travel to gate at end (IKE's Farm).  From top of outhouse (climb ladder up) to east of house, observe wetland with scope (1 nest visible from here in 2012). Alternatively, go further south on Rte 179 and take Crotch Hill Rd ~ 2mi east. Where road takes sharp right, follow old tote road to left (need ATV or mountain bike) and follow east ~0.2 mi then turn left (north). Go just over 1 mi to beaver dam. View wetland to north, but nests may not be visible from here.","Source: 5/20/2012 aerial survey by C. Todd, Bryan Emerson, Ray Fogg: at least 6 GBHE nests seen in flowage snags from a distance. 44 N 47' 51"", 68 W 17' 43"".",,0,0,0,555485.62958,4960852.86508,,,,,,,,,,,0,added 8/2012,0,0
771,WBC0771,31190,02D4,Great Works River,0,0,0,1,1,0,1,0,0,snags in flowage,"From Rte 4 in North Berwick, travel north to Boyle Road on the left.  Turn left onto Boyle Road to #101.  There is a dirt road with a gate that says 101 on it.  Go down the dirt road to the end to the house which is #101, and is adjacent to Great Works River.  To the southeast of teh house is a field, cross field in SE direction towards large oak tree. At oak trea, walk southwest to wetland edge.  Walk from house is <0.25 mile.",Source: 5/8/12 email from J. Camuso: Martha Abbott has a rookery on her property at 101 Boyle Road; thinks there are 7-8 nests that have been there a few years.,,0,0,0,358269.34094,4799705.47741,,,,,,,,,,,0,added 6/2012,0,0
772,WBC0772,17802,10C3,Sunken Pond,0,0,0,1,0,1,0,0,1,,,Source: 6/21/12 email from Leslie Rowse with USFS.  Found 3 nests while walking dogs June 2012.,,0,0,0,354969.4605,4908680.83341,,,,,,,,,,,0,added 6/2012,0,0
773,WBC0773,19040,23A5,Parks Pond Brook,0,0,0,0,1,0,1,0,0,snags in 2 -lobed flowage (nests in both lobes),"From Rte 9 in Cifton, take Yawaca Rd to the north all the way to Bradley Shore Rd (on your left).  Follow Bradley Shore Rd along north shore of Chemo Pond.  Towards end (Horseback Dr on left, and road starts to turn north), you will bear right (north) to small gravel pit.  Park here, continue walking along road in northeasterly direction ~0.25 mi to where rd gets close to flowage.  South lobe nest can be seen from here by bush-whacking in towards water 50 ft.","Source: 7/23/12 aerial survey by C. Todd, D. Dufault, R. Gray: 3 nests in snags - 1 in south lobe of flowage (68W 34'49.0"", 44N 50' 42.5""), 2 to E of osprey nest in north lobe of flowage (68W 34'42.0"", 44N 50'51.5"").",,1,0,0,533141.5157,4965826.07559,,,,,,,Iwwh200901,,,,0,added 8/2012,0,0
774,WBC0774,05110,06E3,Casco Bay - Ragged Island,1,1,0,0,0,0,0,0,1,,Heronry in SE interior of island's woodland.,Source: 5/6/12 aerial survey by C. Todd: ~15 active GBHE nests in SE interior of island's woodland.,,0,1,0,424548.94539,4841934.11155,,,55-626,,,,,,,,0,added 1/2013,0,0
775,WBC0775,19120,32E2,French Stream,0,0,0,0,1,0,1,0,0,,"From Corinna, travel east on Rte 11 for ~3.2 miles to Tibbetts Rd.  Go straight on Tibbetts Rd ~0.2 mi to wetland on south (right) side of road.  Nests are located at far end of wetland and can be seen from the road.",Source: Dan Dufault Feb 2013 observations from the air: 5 nests.,,1,0,0,483969.52003,4976612.75683,,,,,,,Iwwh031341,,,,0,added 3/2013,0,0
776,WBC0776,19120,32E2,Brooks Pond (wetland to north),0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Feb 2013 observations from the air: 2 nests.,,1,0,0,483670.7579,4974426.26928,,,,,,,Iwwh200825,,,,0,added 3/2013,0,0
777,WBC0777,25110,20A4,Fahi Pond,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Feb 2013 observations from the air: 2 nests.,,0,0,0,428024.05289,4974007.67473,,,,,,,,,,,0,added 3/2013,0,0
778,WBC0778,09240,24C1,Muddy Pond,0,0,0,0,1,0,1,0,0,,,"Source: Dan Dufault Feb 2013 observations from the air: 1 nest - somewhat larger and older looking, possibly unused osprey.",,1,0,0,540931.06991,4946373.08268,,,,,,,Iwwh050017,,,,0,added 3/2013,0,0
779,WBC0779,09040,15B4,Carleton Stream,0,0,0,0,1,0,1,0,0,,Walk down Heritage Trust Trail on Main Rd. to power lines.  Take a left and walk down powerlines to the stream.,Source: Dan Dufault Feb 2013 observations from the air: 2 nests.,,0,0,0,528475.52059,4916321.8394,,,,,,,,,,,0,added 3/2013,0,0
780,WBC0780,19070,22B5,Souadabscook Stream,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Feb 2013 observations from the air: 10 nests.,,0,0,0,501757.11332,4959967.55104,,,,,,,,,,,0,added 3/2013,0,0
781,WBC0781,27230,22D2,Martin Stream,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Feb 2013 observations from the air: 5 nests.,,0,0,0,484300.68684,4944595.96219,,,,,,,,,,,0,added 3/2013,0,0
782,WBC0782,27080,22D3,Great Farm Brook,0,0,0,0,1,0,1,0,0,,"From Puallette Dodge's residence at 986 Moosehead Trail, drive west thru field along tree line to forested area - park here and walk rd W then N, then cut W to wetland. Nest right there.",Source: Dan Dufault Feb 2013 observations from the air: 1 nest.,,1,0,0,487197.00723,4940393.31276,,,,,,,Iwwh203564,,,,0,added 3/2013,0,0
783,WBC0783,27250,14A3,Dead Brook,0,0,0,0,1,0,1,0,0,,"On Waldo Station Rd, close to Rt 7 access from ""The Pit"" Drive through field to stream, canoe/kayak to nests. Landowner Dan Fox (207)323-0001",Source: Dan Dufault Feb 2013 observations from the air: 4 nests.,,0,0,0,493241.13119,4926119.27299,,,,,,,,,,,0,added 3/2013,0,0
784,WBC0784,15070,13E1,Dresden Bog,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Feb 2013 observations from the air: 1 nest.,,0,0,0,444525.79972,4884412.82914,,,,,,,,,,,0,added 3/2013,0,0
785,WBC0785,19130,32E5,Keyser Brook,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Feb 2013 observations from the air: 4 nests.,,0,0,0,503693.92399,4980112.39849,,,,,,,Iwwh204132,,,,0,added 3/2013,0,0
786,WBC0786,17080,19D3,Aunt Hannah Brook,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Feb 2013 observations from the air: 5 nests.,,0,0,0,388921.85119,4937842.86997,,,,,,,,,,,0,added 3/2013,0,0
787,WBC0787,11060,13A4,Hunter Brook,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Mar 2013 observations from the air: 1 nest.,,1,0,0,460934.83115,4921368.29948,,,,,,,Iwwh030912,,,,0,added 3/2013,0,0
788,WBC0788,07130,20B1,Lemon Stream,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Mar 2013 observations from the air: 4 nests.,,1,0,0,411004.13108,4962828.33516,,,,,,,Iwwh070125,,,,0,added 3/2013,0,0
789,WBC0789,15130,13C4,Crummett Brook,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Mar 2013 observations from the air: 3 nests.,,0,0,0,462586.1913,4904686.72254,,,,,,,,,,,0,added 3/2013,0,0
790,WBC0790,11290,12C2,Apple Valley Lake,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Mar 2013 observations from the air: 1 small nest - osprey?,,1,0,0,419110.70203,4906044.57318,,,,,,,Iwwh200959,,,,0,added 3/2013,0,0
791,WBC0791,19070,22B4,Souadabscook Stream west,0,0,0,0,1,0,1,0,0,,Access from Bob and Lillian Pelletier's property at 498 Five Rd; Carmel ME,"Source: 3/21/13 aerial survey by D. D'Auria, C. Todd, C. Later: ~4 nests in snags in flowage.",,0,0,0,494522.42735,4963653.57029,,,,,,,,,,,0,added 3/2013,0,0
792,WBC0792,27100,14B1,Stevens Pond,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Mar 2013 observations from the air: 2 nests.,,1,0,0,474396.79209,4911581.12849,,,,,,,Iwwh090493,,,,0,added 3/2013,0,0
793,WBC0793,27100,13B5,Fish Brook,0,0,0,0,1,0,1,0,0,,,Source: Dan Dufault Mar 2013 observations from the air: 5 nests.,,0,0,0,472054.2441,4910665.84615,,,,,,,,,,,0,added 3/2013,0,0
794,WBC0794,19300,23B3,Eaton Brook east,0,0,0,0,1,0,1,0,0,,,"Source: 7/25/12 aerial survey by C. Todd, Rick Gray (BRI), D. Dufault: new small heronry in 1 small wetland in a cluster of ~4 possibilities ~1 mi north of Rte 1A - 2 nests in separate snags.",,0,0,0,525814.63681,4958260.39396,,,,,,,,,,,0,added 4/2013,0,0
795,WBC0795,21834,42A4,Tumbledown Dick Stream,0,0,0,0,0,1,0,0,1,,,"Source: 12/12/12 aerial survey for moose by L. Kantar, S. McLellan, and K. Marden: at least 3 nests observed in live trees.",,0,0,0,495870.78467,5062975,,,,,,,,,,,0,added 4/2013,0,0
796,WBC0796,15080,07A2,Sheepscot River,0,0,0,0,0,0,0,0,0,On top of railroad bridge crossing river.,"From 150 Englebrekt Road in Edgecomb, walk west to shore and then north to dock.  Look north up river to railroad bridge.  Nests are on top.",Source: Diane Eacobacci emailed Steve Walker in Nov 2012 re: 12 nests on train bridge; active since 2010.,,0,0,0,448736.07063,4873594.14017,,,,,,,,,,,0,added 6/2013,0,0
797,WBC0797,03900,66D1,Fox Brook,0,0,1,0,0,1,0,0,1,,,Source: J.D. Irving employees found 2 stick nests in live hardwoods Oct 2012.,,0,0,0,476156.7699,5218663.28037,,,,,,,,,,,0,added 4/2013,0,0
798,WBC0798,19320,33E1,Beaver Meadow,0,0,0,0,1,0,1,0,0,,,"Source: 4/11/13 aerial survey by C. Later, C. Todd, D. D'Auria: 1 nest in middle of NE portion of flowage; no herons seen.",,0,0,0,510150.10692,4978951.7327,,,,,,,,,,,0,added 4/2013,0,0
799,WBC0799,15090,13E3,Musquash Pond,0,0,0,0,1,0,1,0,0,,,"Source: 4/11/13 aerial survey by C. Later, C. Todd, D. D'Auria: 2 nests in flowage.",,0,0,0,459063.57667,4890363.51833,,,,,,,,,,,0,added 4/2013,0,0
800,WBC0800,15190,07B1,Back River - Birch Point,0,0,0,1,0,1,0,1,1,Live pines,,Source: 4/29/2013 aerial survey by K. Marden: 3 nests in pine and at least another nest nearby on Birch point next to power station.,,0,0,0,446319.96301,4871357.97454,,,,,,,,,,,0,added 5/2013,0,0
801,WBC0801,25130,31E2,Tucker Stream,0,0,0,0,1,0,1,0,0,,,"Source: Jon Chapman, 654-3333: 9-12 nests found June 2013.",,1,0,0,451770.22601,4981127.62007,,,,,,,Iwwh030302,,,,0,added 6/2013,0,0
802,WBC0802,09090,16C4,Sutton Island,1,1,0,1,0,1,0,0,1,Live spruce,"East end of island ~100 yds from the shore, nests at the top of very tall spruce trees.",Source: 6/19/2013 email from Jeff Bowman: 5 nests or more in past years; checked in June 2013 and found ~7 inactive nests,,0,0,0,560051.65293,4902548.19009,,,,,,,,,,,0,added 6/2013,0,0
803,WBC0803,19120,32E2,Alder Stream,0,0,0,0,1,1,1,0,1,,"From Exeter Road travelling east from Corinna towards Tibbetts Rd, go to crest of hill before Tibbetts Road.  There are fileds on both sides. Take farm road through fields on right (south) side of road; this leads to northeast corner of wetland.  Cross dam to west to get view of southeast corner of wetland.",Source: 6/21/2013 aerial survey by C.Todd and D. D'Auria: 1 occupied heron nest and 1 occupied osprey nest.,,0,0,0,483075.25656,4976058.45556,,,,,,,,,,,0,added 6/2013,0,0
804,WBC0804,11270,13C2,Brann Brook,0,0,0,1,1,0,1,0,0,,"From Rte 105 in Augusta, travel east and cross over into Windsor.  Look for Mud Mills Rd on right, across from large red brick house.  Take Mud Mills Road a few hundred yards to turn around; park here and hike through forest to wetland edge.",Source: 6/21/2013 aerial survey by C.Todd and D. D'Auria: 1 occupied heron nest.,,0,0,0,449607.0636,4905998.86289,,,,,,,,,,,0,added 6/2013,0,0
805,WBC0805,25010,20B4,Gilman Brook,0,0,0,0,1,0,1,0,0,,,"Source: 6/27/13 email from David Dunn (landowner): 5 nests in 2012, at least 14 nests and 33 nestlings counted in 2013.",,0,0,0,427869.70046,4964399.0143100005,,,,,,,,,,,0,added 6/2013,0,0
806,WBC0806,17170,10D2,Mill Brook,0,0,0,1,1,1,1,0,1,,"Beginning at Sabattus Road, travel NW along Old County Road towards Route 5.  Take second old logging road on the right and follow until you can see the bog on your left.  Leave logging road and bushwhack to the edge of the bog.  Colony is located in the northern portion of the bog on the opposite side from the observation point.",Source: 7/27/2013 email from Moira Yip: video showing 2 active nests in live white pines. Colony contained 2 nests in 1 snag and 3 more in live pines; at least a total of 3 nests active. 2013 likely first year site is active.,,1,0,0,349890.90732,4896570.46936,,,,,,,Iwwh011279,,,,0,added 8/2013,0,0
